Id,SalePrice
1723,167279.28
1724,212405.3
1725,224537.56
1726,187457.58
1727,161671.12
1728,178690.48
1729,169362.86
1730,179489.62
1731,120328.4
1732,127839.35
1733,122416.93
1734,128275.33
1735,138096.72
1736,119392.79
1737,365199.1
1738,235609.31
1739,304036.97
1740,241818.95
1741,204451.19
1742,175940.12
1743,177681.11
1744,294372.38
1745,200272.2
1746,195871.69
1747,210732.47
1748,234816.16
1749,149887.86
1750,138958.22
1751,225901.89
1752,123555.57
1753,140279.72
1754,199866.73
1755,159547.02
1756,137239.92
1757,121774.195
1758,145956.75
1759,167256.94
1760,159073.45
1761,161201.88
1762,177031.95
1763,157754.11
1764,117339.84
1765,174270.86
1766,180622.1
1767,245161.8
1768,143077.45
1769,181357.56
1770,147060.12
1771,139149.31
1772,132557.17
1773,138360.78
1774,132167.48
1775,138074.34
1776,113338.484
1777,112721.26
1778,140109.52
1779,112114.87
1780,188034.1
1781,130957.62
1782,76473.57
1783,134450.38
1784,101697.25
1785,109800.2
1786,147597.83
1787,165823.25
1788,50330.78
1789,96580.055
1790,59076.836
1791,173113.33
1792,154528.6
1793,141384.67
1794,149285.25
1795,137242.67
1796,121656.95
1797,130553.84
1798,119463.98
1799,111156.59
1800,118828.69
1801,134587.77
1802,161671.9
1803,139295.75
1804,142149.77
1805,140274.36
1806,118564.04
1807,129454.39
1808,115424.63
1809,112493.375
1810,149362.45
1811,94782.31
1812,87525.664
1813,124587.12
1814,90860.87
1815,50215.332
1816,95176.875
1817,97257.83
1818,140843.53
1819,116674.0
1820,59653.29
1821,114392.77
1822,151291.22
1823,51043.77
1824,133179.45
1825,128055.695
1826,91769.59
1827,101596.64
1828,139724.3
1829,110546.83
1830,147012.73
1831,143665.95
1832,92393.26
1833,135999.44
1834,120266.23
1835,135822.89
1836,129959.68
1837,89236.72
1838,127494.17
1839,100818.88
1840,155874.77
1841,135151.12
1842,72595.375
1843,143117.58
1844,128985.234
1845,127625.08
1846,148812.78
1847,166274.72
1848,57647.766
1849,106121.41
1850,114168.92
1851,150611.02
1852,120915.64
1853,123744.12
1854,166115.11
1855,135681.39
1856,209132.8
1857,140823.92
1858,131032.81
1859,119603.38
1860,150932.11
1861,119338.945
1862,303199.88
1863,303199.88
1864,303199.88
1865,293718.44
1866,328695.03
1867,239531.05
1868,307515.88
1869,200696.28
1870,225264.23
1871,236157.77
1872,171458.47
1873,230701.25
1874,145751.72
1875,206502.27
1876,195282.66
1877,209338.73
1878,217817.83
1879,124204.41
1880,135003.25
1881,234856.69
1882,243257.19
1883,192930.42
1884,202549.67
1885,237248.77
1886,275164.28
1887,206717.23
1888,286150.4
1889,161276.9
1890,121476.56
1891,137424.33
1892,100315.37
1893,123610.25
1894,123015.91
1895,139985.84
1896,126766.37
1897,127753.31
1898,118427.64
1899,162748.44
1900,144740.67
1901,177406.12
1902,142966.83
1903,246666.95
1904,146412.06
1905,189160.94
1906,180357.02
1907,208068.89
1908,115936.96
1909,139876.53
1910,126968.555
1911,202606.47
1912,319802.84
1913,141322.66
1914,67605.18
1915,295441.38
1916,58286.92
1917,258375.34
1918,131792.4
1919,170668.72
1920,164594.64
1921,447552.4
1922,307079.22
1923,238758.81
1924,217396.94
1925,218726.22
1926,383929.2
1927,132124.9
1928,152401.92
1929,127411.53
1930,124288.28
1931,149664.44
1932,142226.23
1933,175296.66
1934,191841.88
1935,171943.81
1936,188962.42
1937,181075.0
1938,169425.53
1939,251052.95
1940,181216.83
1941,178503.81
1942,175147.92
1943,196137.64
1944,314802.7
1945,355639.03
1946,137048.44
1947,306333.34
1948,166288.05
1949,230283.38
1950,180625.02
1951,217680.33
1952,183992.47
1953,159235.72
1954,195547.45
1955,138513.92
1956,312310.0
1957,150604.27
1958,300206.4
1959,143606.08
1960,119011.516
1961,115200.73
1962,98370.87
1963,99902.55
1964,109440.47
1965,145914.44
1966,142088.1
1967,272601.2
1968,411025.94
1969,413729.3
1970,502007.03
1971,490690.56
1972,403266.7
1973,273136.22
1974,301124.84
1975,464363.0
1976,277471.62
1977,372037.78
1978,357548.88
1979,345208.03
1980,204167.7
1981,361526.94
1982,226435.28
1983,211412.83
1984,177102.7
1985,217217.27
1986,225216.55
1987,173918.05
1988,177836.72
1989,190582.19
1990,209157.73
1991,235260.62
1992,208124.27
1993,174604.58
1994,226293.47
1995,190195.8
1996,264699.66
1997,331479.34
1998,379212.8
1999,271815.38
2000,324730.25
2001,257276.77
2002,250477.11
2003,277402.84
2004,278775.03
2005,229711.78
2006,224392.42
2007,257339.83
2008,211030.7
2009,185013.19
2010,186776.06
2011,137833.58
2012,176325.78
2013,178492.06
2014,179166.4
2015,185875.69
2016,192757.55
2017,189891.5
2018,121523.95
2019,141096.81
2020,123400.72
2021,115587.77
2022,187841.42
2023,144968.48
2024,253466.88
2025,377925.75
2026,177228.4
2027,156098.94
2028,162741.92
2029,173210.11
2030,264063.25
2031,226565.55
2032,243657.25
2033,262577.62
2034,160442.53
2035,217916.48
2036,194880.6
2037,199284.34
2038,276942.1
2039,191724.64
2040,258518.05
2041,263877.97
2042,211376.12
2043,166347.69
2044,178622.0
2045,214293.67
2046,144009.7
2047,149878.28
2048,134470.5
2049,136269.47
2050,164226.16
2051,103440.414
2052,126214.375
2053,143747.62
2054,89457.484
2055,150690.77
2056,141468.02
2057,124484.5
2058,216191.17
2059,141056.19
2060,164530.45
2061,163308.92
2062,132864.47
2063,110307.76
2064,145805.38
2065,130035.305
2066,156871.22
2067,119525.97
2068,135856.45
2069,86339.14
2070,108732.63
2071,94885.6
2072,122127.98
2073,141764.88
2074,191855.61
2075,140694.92
2076,133970.39
2077,143370.17
2078,129050.69
2079,136319.77
2080,120230.445
2081,134081.84
2082,134310.03
2083,141995.83
2084,109702.125
2085,118988.13
2086,135153.58
2087,121725.44
2088,94299.055
2089,65898.5
2090,133011.52
2091,109407.39
2092,124515.01
2093,122165.61
2094,103108.61
2095,159720.88
2096,77887.336
2097,94881.26
2098,143104.2
2099,58168.42
2100,84582.27
2101,118395.9
2102,126863.84
2103,96355.3
2104,132913.89
2105,114737.375
2106,68166.02
2107,218171.66
2108,111779.11
2109,105709.18
2110,122011.45
2111,138584.47
2112,138510.08
2113,118505.58
2114,110703.38
2115,162089.34
2116,118109.68
2117,152008.56
2118,126067.73
2119,100650.86
2120,112328.055
2121,86850.57
2122,105949.9
2123,92249.305
2124,166549.12
2125,135434.34
2126,131678.1
2127,155573.44
2128,129072.85
2129,103305.26
2130,137473.36
2131,170438.08
2132,124945.39
2133,124112.99
2134,118667.42
2135,96657.26
2136,70878.48
2137,123870.23
2138,142984.98
2139,144193.31
2140,134714.64
2141,144539.3
2142,131183.36
2143,134698.83
2144,110869.47
2145,138751.9
2146,171496.58
2147,164983.28
2148,136134.77
2149,148553.98
2150,219199.2
2151,100599.52
2152,163598.86
2153,149889.86
2154,108800.88
2155,133028.27
2156,258207.11
2157,226280.72
2158,213958.36
2159,200728.05
2160,168196.06
2161,236831.67
2162,428510.66
2163,343633.06
2164,240111.78
2165,188605.22
2166,152457.73
2167,205285.66
2168,197200.73
2169,194703.58
2170,213952.86
2171,143497.23
2172,146908.58
2173,152426.05
2174,230199.28
2175,304533.5
2176,297049.78
2177,229394.12
2178,207173.72
2179,142574.58
2180,247239.95
2181,186556.58
2182,227529.98
2183,191963.75
2184,126167.43
2185,105288.63
2186,153236.42
2187,141184.7
2188,153467.34
2189,250267.48
2190,84586.23
2191,84449.68
2192,95029.13
2193,94017.54
2194,107576.51
2195,106078.0
2196,97409.59
2197,124644.63
2198,163770.42
2199,194556.38
2200,140096.16
2201,128509.69
2202,190456.62
2203,144348.1
2204,186916.12
2205,119729.27
2206,147700.33
2207,224775.16
2208,271964.5
2209,212478.23
2210,124251.32
2211,116007.625
2212,114312.4
2213,96006.65
2214,133222.02
2215,94051.53
2216,137197.64
2217,61508.04
2218,88795.62
2219,80072.87
2220,76706.8
2221,298628.47
2222,255899.34
2223,249911.84
2224,215465.4
2225,122591.836
2226,198877.1
2227,214706.67
2228,265088.7
2229,251270.22
2230,153511.27
2231,212504.78
2232,194085.84
2233,177845.05
2234,221199.4
2235,230085.81
2236,291986.56
2237,366708.53
2238,201596.53
2239,117586.51
2240,164118.44
2241,154554.38
2242,132033.2
2243,129660.84
2244,105605.195
2245,102177.016
2246,142083.61
2247,114522.12
2248,123189.9
2249,127301.85
2250,134693.06
2251,82220.71
2252,179035.4
2253,149814.67
2254,171157.05
2255,195240.38
2256,184308.06
2257,204111.22
2258,161554.92
2259,174878.72
2260,182031.1
2261,179851.19
2262,196664.17
2263,335775.28
2264,448925.5
2265,165259.64
2266,282738.2
2267,365213.75
2268,399672.28
2269,154189.27
2270,185507.88
2271,203694.52
2272,184255.53
2273,162637.19
2274,166149.81
2275,167251.2
2276,176750.72
2277,196354.2
2278,147649.36
2279,116636.3
2280,125107.89
2281,169581.84
2282,180194.53
2283,104677.5
2284,105222.18
2285,142955.25
2286,125700.96
2287,342274.78
2288,276039.78
2289,410403.6
2290,482719.28
2291,313931.47
2292,449833.6
2293,477089.56
2294,418176.03
2295,431797.84
2296,326680.9
2297,298674.06
2298,307770.53
2299,392074.28
2300,332924.03
2301,267765.4
2302,255994.28
2303,245956.16
2304,256659.22
2305,193579.89
2306,197041.89
2307,195541.67
2308,237070.77
2309,271660.94
2310,211911.83
2311,201583.44
2312,177128.22
2313,173774.66
2314,164801.81
2315,178958.06
2316,181039.44
2317,182618.44
2318,174533.48
2319,172298.53
2320,184650.42
2321,246308.95
2322,171974.98
2323,166684.03
2324,165369.69
2325,207493.84
2326,159515.83
2327,205295.23
2328,220131.62
2329,187111.06
2330,177558.64
2331,384019.28
2332,391859.72
2333,315104.28
2334,254587.55
2335,265198.4
2336,353293.0
2337,215706.58
2338,291145.44
2339,232620.23
2340,382001.9
2341,232723.19
2342,235073.81
2343,234400.2
2344,225575.53
2345,254476.12
2346,211295.33
2347,200598.5
2348,236954.78
2349,181143.56
2350,274884.7
2351,248914.05
2352,264227.75
2353,249306.72
2354,133729.78
2355,134357.05
2356,156458.4
2357,199622.34
2358,191185.1
2359,122430.13
2360,116843.14
2361,144668.92
2362,255017.4
2363,133516.84
2364,163223.28
2365,216220.66
2366,191829.81
2367,219154.88
2368,211686.4
2369,215843.02
2370,176688.72
2371,169941.27
2372,192903.94
2373,293120.16
2374,317310.12
2375,232549.27
2376,296618.94
2377,330211.3
2378,138418.17
2379,204112.8
2380,143695.12
2381,156875.58
2382,204774.33
2383,203824.52
2384,236526.28
2385,164748.53
2386,135150.36
2387,133882.28
2388,108120.79
2389,136691.44
2390,139528.4
2391,142443.97
2392,116520.33
2393,167290.12
2394,135878.6
2395,214960.94
2396,144124.7
2397,217936.25
2398,127786.69
2399,53312.113
2400,51303.254
2401,114743.51
2402,139180.62
2403,133976.14
2404,152288.9
2405,157552.66
2406,139720.3
2407,131649.47
2408,140417.6
2409,121397.336
2410,174421.5
2411,124155.26
2412,151556.22
2413,130077.984
2414,144521.38
2415,130982.1
2416,126752.11
2417,128685.56
2418,128596.0
2419,117742.375
2420,132876.88
2421,146109.25
2422,115590.086
2423,109012.05
2424,157094.0
2425,186443.45
2426,133957.11
2427,125296.31
2428,167711.36
2429,121724.14
2430,132652.52
2431,109104.805
2432,137792.42
2433,143765.58
2434,140307.83
2435,150377.78
2436,103891.93
2437,111231.14
2438,127934.73
2439,113448.24
2440,120835.87
2441,113045.07
2442,96801.91
2443,125056.836
2444,134073.4
2445,85131.76
2446,138236.92
2447,171062.1
2448,137107.78
2449,101581.91
2450,155947.02
2451,131791.66
2452,202614.58
2453,86245.33
2454,118715.195
2455,120416.91
2456,128411.81
2457,128837.836
2458,120241.22
2459,105123.99
2460,133655.45
2461,115390.3
2462,127031.04
2463,108594.914
2464,181938.58
2465,125401.51
2466,98272.32
2467,151067.05
2468,73439.2
2469,67999.81
2470,185779.45
2471,205782.16
2472,161622.27
2473,124708.95
2474,78796.055
2475,216099.64
2476,121966.89
2477,132551.98
2478,157042.48
2479,107661.79
2480,152692.61
2481,118751.195
2482,131861.19
2483,117156.68
2484,123121.305
2485,128103.445
2486,146725.6
2487,181268.17
2488,162206.56
2489,156844.61
2490,147069.1
2491,108518.2
2492,189328.03
2493,146222.72
2494,153704.78
2495,77245.625
2496,278932.16
2497,137313.36
2498,116512.11
2499,90610.266
2500,122355.08
2501,128360.99
2502,147997.14
2503,88126.96
2504,177475.69
2505,207904.25
2506,243301.03
2507,268983.44
2508,243525.98
2509,209514.08
2510,226173.94
2511,178187.98
2512,202918.95
2513,213994.48
2514,231130.44
2515,148478.64
2516,169984.38
2517,138481.67
2518,149425.56
2519,212598.02
2520,205959.64
2521,189031.64
2522,213865.55
2523,127268.586
2524,135937.83
2525,151151.62
2526,131692.03
2527,108701.836
2528,130439.34
2529,126670.305
2530,124708.0
2531,249331.94
2532,222574.88
2533,191700.33
2534,214692.75
2535,289477.66
2536,232343.75
2537,200196.97
2538,182671.75
2539,188053.83
2540,177345.4
2541,187064.12
2542,162171.92
2543,122096.305
2544,118340.48
2545,128067.78
2546,125643.555
2547,134035.56
2548,140610.56
2549,158453.28
2550,544345.44
2551,136232.05
2552,116911.48
2553,82414.85
2554,110205.57
2555,111442.66
2556,98968.766
2557,108690.54
2558,138955.83
2559,136014.86
2560,156243.55
2561,137841.98
2562,140175.02
2563,167754.58
2564,209010.6
2565,132334.98
2566,160511.7
2567,134841.23
2568,180297.86
2569,210091.55
2570,124253.68
2571,187255.66
2572,151819.66
2573,216995.92
2574,254662.36
2575,126037.8
2576,125907.805
2577,135133.6
2578,93419.62
2579,61496.137
2580,122030.07
2581,130065.45
2582,122029.26
2583,271217.0
2584,160168.56
2585,180145.56
2586,203947.39
2587,208363.98
2588,129845.34
2589,145891.47
2590,240318.62
2591,247123.27
2592,215852.9
2593,250789.25
2594,184321.61
2595,195194.02
2596,317778.03
2597,196095.56
2598,261794.75
2599,301580.06
2600,126658.82
2601,142361.12
2602,82327.58
2603,96238.2
2604,91245.375
2605,80340.586
2606,139495.69
2607,173916.39
2608,185136.22
2609,161165.28
2610,115394.914
2611,124336.19
2612,153289.2
2613,123982.39
2614,125403.06
2615,146355.8
2616,143062.86
2617,179654.56
2618,186138.25
2619,190190.19
2620,186066.17
2621,180318.14
2622,184276.42
2623,234553.16
2624,267598.97
2625,305561.0
2626,178913.02
2627,169025.61
2628,455890.66
2629,460407.12
2630,339264.47
2631,449518.8
2632,411888.44
2633,297476.44
2634,421347.75
2635,153460.03
2636,175767.7
2637,155207.1
2638,262641.22
2639,186482.05
2640,152853.89
2641,98059.72
2642,188755.3
2643,97298.55
2644,130688.87
2645,105611.85
2646,95632.445
2647,101499.59
2648,146821.61
2649,142770.92
2650,137060.6
2651,145945.48
2652,435555.25
2653,249734.83
2654,242364.28
2655,384020.38
2656,324619.72
2657,335382.6
2658,283251.5
2659,297124.88
2660,330901.72
2661,341953.72
2662,345655.1
2663,293363.47
2664,266219.38
2665,329594.03
2666,281051.25
2667,168513.31
2668,184543.75
2669,173940.45
2670,254654.56
2671,185904.25
2672,190934.0
2673,208416.23
2674,210253.28
2675,163424.98
2676,186788.7
2677,200466.92
2678,236519.73
2679,281340.34
2680,293435.06
2681,422022.16
2682,364587.0
2683,515045.22
2684,302741.34
2685,346578.66
2686,262478.97
2687,347564.38
2688,214742.1
2689,203329.62
2690,531256.7
2691,191317.52
2692,133673.8
2693,183374.64
2694,132084.72
2695,190967.52
2696,185367.98
2697,194151.39
2698,190516.58
2699,172111.48
2700,161178.97
2701,157825.31
2702,113133.41
2703,137104.4
2704,151925.95
2705,125421.59
2706,122914.81
2707,129476.484
2708,134868.89
2709,123659.31
2710,135486.53
2711,247021.5
2712,416866.47
2713,173030.81
2714,152264.5
2715,178063.62
2716,148288.75
2717,186325.08
2718,242353.89
2719,153482.88
2720,168190.92
2721,132836.97
2722,150622.8
2723,148298.64
2724,127461.96
2725,133503.84
2726,143167.95
2727,190422.11
2728,164557.9
2729,152664.06
2730,145360.95
2731,128538.0
2732,119633.51
2733,165132.83
2734,149884.55
2735,134059.98
2736,142915.98
2737,129546.5
2738,137512.55
2739,163820.39
2740,131510.8
2741,143760.1
2742,156839.38
2743,151319.64
2744,150946.34
2745,146867.83
2746,131798.31
2747,138006.14
2748,129578.76
2749,130376.3
2750,129515.26
2751,128100.39
2752,176148.64
2753,156474.69
2754,202591.97
2755,127376.414
2756,88503.695
2757,66623.04
2758,78114.44
2759,168869.97
2760,109117.81
2761,140424.55
2762,143186.11
2763,192661.25
2764,146670.89
2765,258884.95
2766,136593.58
2767,87909.55
2768,130996.47
2769,131529.36
2770,146061.47
2771,119773.82
2772,122171.91
2773,157947.72
2774,136558.53
2775,123995.39
2776,131769.92
2777,132252.36
2778,102691.64
2779,116037.29
2780,108754.93
2781,95849.2
2782,80402.67
2783,80846.09
2784,124554.086
2785,136783.38
2786,53471.33
2787,117337.94
2788,66666.01
2789,184580.02
2790,94642.67
2791,107543.37
2792,64584.293
2793,159500.0
2794,81539.484
2795,111262.12
2796,88793.92
2797,168198.77
2798,93993.34
2799,118152.6
2800,56182.91
2801,109546.984
2802,133480.05
2803,162693.19
2804,130536.164
2805,106833.74
2806,81925.94
2807,155193.48
2808,149548.44
2809,129964.14
2810,137350.83
2811,147542.66
2812,150769.53
2813,146269.16
2814,155994.61
2815,110189.9
2816,253449.95
2817,152206.28
2818,130280.34
2819,160657.95
2820,133178.33
2821,114935.375
2822,192828.33
2823,332470.34
2824,161994.78
2825,140102.98
2826,122710.43
2827,134612.14
2828,196160.67
2829,224288.89
2830,223522.73
2831,189908.36
2832,249864.42
2833,257218.38
2834,206860.4
2835,212081.25
2836,189665.8
2837,173803.66
2838,148403.33
2839,172827.97
2840,199708.05
2841,200359.89
2842,216378.27
2843,137353.83
2844,149297.94
2845,127417.98
2846,202377.45
2847,196735.83
2848,200574.77
2849,203095.72
2850,270643.12
2851,217711.89
2852,233884.83
2853,228438.14
2854,141701.34
2855,195714.25
2856,200215.69
2857,189614.1
2858,198343.9
2859,111025.336
2860,120170.49
2861,118237.82
2862,192340.16
2863,119491.9
2864,230239.89
2865,137366.67
2866,151061.4
2867,90026.03
2868,103360.44
2869,108715.53
2870,124714.43
2871,93087.9
2872,53586.04
2873,93040.68
2874,137944.55
2875,127954.125
2876,157038.42
2877,136868.98
2878,182088.73
2879,142968.2
2880,105990.83
2881,152907.97
2882,168813.94
2883,193011.2
2884,208995.84
2885,191007.05
2886,212622.34
2887,98195.6
2888,124612.66
2889,49518.066
2890,72538.49
2891,123811.414
2892,50735.59
2893,103150.4
2894,53766.223
2895,289203.38
2896,281319.4
2897,185780.34
2898,148560.38
2899,205277.23
2900,173562.81
2901,204214.42
2902,193963.73
2903,346688.75
2904,363031.94
2905,94443.14
2906,207831.3
2907,105706.37
2908,127182.56
2909,150481.53
2910,84670.805
2911,82327.58
2912,134360.9
2913,91092.61
2914,77660.22
2915,86395.4
2916,91592.195
2917,191956.81
2918,112326.24
2919,222038.92
